Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_SEQ_FEATURE	repeat:19	23	1.4944769330734242	3.315884633605747E-14	85291, 85290, 728224, 4582, 386680, 353323, 729359, 386677, 83755, 84616, 653240, 386679, 100132386, 1038, 386678, 100132476, 81871, 386672, 386675, 386674, 386685, 85289, 57716	1322	45	18732	7.242158345940494	1.0838385744449397E-10	3.73437214253668E-12	3.652046730943709E-12
GOTERM_BP_DIRECT	GO:0007156~homophilic cell adhesion via plasma membrane adhesion molecules	42	2.729044834307992	4.114296350554746E-14	5100, 28316, 1000, 56130, 56131, 28513, 27328, 56137, 56138, 56139, 389118, 56134, 53841, 56135, 83259, 57863, 56136, 11122, 253559, 9752, 64881, 92211, 56140, 56141, 1010, 56142, 56143, 1008, 120114, 56127, 56129, 1005, 56145, 57575, 56146, 1002, 56147, 26167, 56125, 1829, 64084, 57717	1125	155	16172	3.8951913978494628	1.4350343136015908E-10	1.4334208485332736E-10	1.419020811306332E-10
UP_SEQ_FEATURE	repeat:PXXP 1	14	0.9096816114359974	9.272605407337833E-14	9752, 56140, 56141, 56142, 56143, 56137, 56138, 56139, 56134, 56145, 56135, 56146, 56136, 56147	1322	15	18732	13.224810892586989	3.0267732764599486E-10	8.907155664813342E-12	8.71079460912854E-12
UP_SEQ_FEATURE	repeat:PXXP 5	14	0.9096816114359974	9.272605407337833E-14	9752, 56140, 56141, 56142, 56143, 56137, 56138, 56139, 56134, 56145, 56135, 56146, 56136, 56147	1322	15	18732	13.224810892586989	3.0267732764599486E-10	8.907155664813342E-12	8.71079460912854E-12
UP_SEQ_FEATURE	repeat:PXXP 2	14	0.9096816114359974	9.272605407337833E-14	9752, 56140, 56141, 56142, 56143, 56137, 56138, 56139, 56134, 56145, 56135, 56146, 56136, 56147	1322	15	18732	13.224810892586989	3.0267732764599486E-10	8.907155664813342E-12	8.71079460912854E-12
UP_SEQ_FEATURE	repeat:PXXP 3	14	0.9096816114359974	9.272605407337833E-14	9752, 56140, 56141, 56142, 56143, 56137, 56138, 56139, 56134, 56145, 56135, 56146, 56136, 56147	1322	15	18732	13.224810892586989	3.0267732764599486E-10	8.907155664813342E-12	8.71079460912854E-12
UP_SEQ_FEATURE	repeat:PXXP 4	14	0.9096816114359974	9.272605407337833E-14	9752, 56140, 56141, 56142, 56143, 56137, 56138, 56139, 56134, 56145, 56135, 56146, 56136, 56147	1322	15	18732	13.224810892586989	3.0267732764599486E-10	8.907155664813342E-12	8.71079460912854E-12
UP_SEQ_FEATURE	repeat:20	22	1.4294996751137101	1.31049056662511E-13	85291, 85290, 728224, 4582, 386680, 353323, 729359, 386677, 83755, 84616, 653240, 386679, 100132386, 1038, 386678, 100132476, 81871, 386672, 386675, 386674, 85289, 57716	1322	43	18732	7.249481054075924	4.2773562469733406E-10	1.222874911599317E-11	1.1959162485144576E-11
GOTERM_CC_DIRECT	GO:0005887~integral component of plasma membrane	176	11.435997400909681	1.3139717303220297E-13	909, 6751, 5023, 5540, 91653, 6511, 7049, 1187, 56130, 56131, 56138, 56139, 56134, 23284, 56135, 57863, 1056, 117, 3751, 6865, 6900, 253559, 131096, 10894, 5030, 286133, 92211, 4582, 22925, 9514, 2562, 56140, 2045, 56141, 56142, 29953, 56143, 9076, 361, 7173, 362, 364, 400746, 366, 3249, 28983, 54886, 56145, 100431172, 489, 56146, 1464, 56147, 887, 1188, 2719, 6517, 10149, 27092, 2835, 3769, 24, 4593, 7103, 6530, 9369, 353189, 491, 338557, 4072, 254228, 54413, 2840, 27345, 2047, 2563, 11045, 8549, 10076, 658, 3776, 55503, 84189, 419, 2208, 285220, 9378, 10082, 6385, 4881, 9415, 7113, 1132, 1131, 28968, 1128, 57535, 783, 4916, 147, 148, 1365, 1002, 51310, 7348, 4359, 40, 947, 84570, 132014, 5064, 23769, 5100, 100996758, 151, 152, 27328, 153, 25823, 1811, 2900, 154, 2348, 1259, 1896, 2743, 54831, 2587, 6546, 4886, 4920, 1815, 2904, 4889, 2903, 6563, 1394, 2911, 2239, 115111, 10461, 8613, 5348, 2916, 5745, 10100, 1948, 6558, 146429, 10103, 9201, 375611, 9568, 340273, 2891, 575, 214, 10718, 344905, 3973, 6329, 3977, 9058, 162515, 50937, 8645, 7434, 8082, 185, 222865, 2899, 2898, 56125, 108, 3742, 8910	1282	1378	17485	1.7419715656550792	6.441069899665308E-11	3.2192307392889725E-11	3.068123990301939E-11
UP_SEQ_FEATURE	repeat:22	21	1.364522417153996	1.5193735724842103E-13	85290, 728224, 4582, 386680, 353323, 729359, 386677, 83755, 84616, 653240, 386679, 100132386, 1038, 386678, 100132476, 81871, 386672, 386675, 386674, 85289, 57716	1322	39	18732	7.629698591877109	4.962458222124155E-10	1.378409468814842E-11	1.3480219973651578E-11
UP_SEQ_FEATURE	disulfide bond	290	18.84340480831709	4.278100905207737E-13	137868, 909, 5023, 91653, 8532, 64711, 81849, 57188, 4969, 79412, 3512, 23284, 57863, 92737, 6900, 10894, 152330, 5030, 8788, 8425, 5157, 8785, 11197, 5950, 1908, 2562, 29953, 482, 57633, 27098, 28983, 2555, 1101, 2674, 1464, 4978, 24, 94025, 405754, 339366, 1360, 4072, 2568, 10516, 84467, 1113, 84466, 2563, 79679, 1474, 9518, 10076, 641654, 10752, 4745, 10631, 253935, 2208, 4881, 7113, 286676, 10085, 1132, 1131, 222663, 1128, 57535, 10406, 147, 148, 27199, 170690, 40, 643847, 53616, 7123, 4099, 9423, 6038, 23245, 151, 152, 153, 116969, 154, 5618, 277, 278, 151449, 2587, 1135, 4884, 89932, 4885, 4886, 55800, 1815, 10850, 4889, 1394, 1271, 283, 64409, 2911, 10747, 140686, 4653, 5745, 50489, 1948, 729, 7148, 58530, 57689, 1953, 768239, 2006, 730, 1950, 117248, 2487, 10718, 11122, 26290, 387836, 22943, 8000, 50937, 4684, 164656, 7038, 56241, 222223, 57452, 8483, 185, 56920, 25891, 1047, 220296, 2134, 5764, 869, 2934, 340895, 7044, 6751, 5540, 22917, 1066, 2152, 338328, 1056, 27123, 6865, 79937, 253559, 22801, 286133, 158038, 22925, 157869, 7173, 3249, 762, 2159, 3489, 765, 3488, 27255, 254773, 887, 51378, 768, 5304, 56944, 5549, 90187, 4593, 161357, 9369, 1087, 3263, 54097, 63923, 23544, 728577, 1634, 651, 3816, 340745, 117166, 653, 54413, 56034, 1630, 84620, 10913, 2840, 4908, 341277, 419, 1515, 8288, 9378, 84171, 7079, 7078, 8722, 5212, 2066, 9370, 223117, 1404, 83888, 79148, 4916, 4477, 79827, 50863, 4359, 128434, 64478, 29989, 22798, 2192, 25823, 79057, 2743, 10218, 27201, 60676, 434, 6425, 4920, 3952, 3953, 4143, 4023, 6445, 29991, 124857, 685, 8857, 4137, 10461, 283310, 10345, 80274, 10468, 8633, 9723, 26577, 6690, 27306, 81832, 575, 1675, 340706, 10319, 214, 4147, 338, 3973, 9956, 3976, 340267, 3977, 83690, 64388, 8645, 7434, 2660, 339398, 148113, 1690, 460, 57611, 4958, 3625, 120114, 80975, 80731, 347, 140862, 26585, 8516, 4038, 51754, 8639	1322	2765	18732	1.4861257396732992	1.3966655609820577E-9	3.776291231461749E-11	3.693041700333381E-11
UP_SEQ_FEATURE	repeat:21	21	1.364522417153996	5.174574177297479E-13	85290, 728224, 4582, 386680, 353323, 729359, 386677, 83755, 84616, 653240, 386679, 100132386, 1038, 386678, 100132476, 81871, 386672, 386675, 386674, 85289, 57716	1322	41	18732	7.257518172761151	1.6895557175544695E-9	4.447410332382517E-11	4.3493657690231964E-11
UP_KEYWORDS	Muscle protein	25	1.6244314489928524	1.4372904056915413E-12	4151, 4593, 7169, 7125, 7168, 7140, 57644, 4629, 1674, 70, 4621, 7139, 10398, 72, 4604, 7134, 58, 7136, 7138, 9172, 84675, 844, 6876, 845, 4635	1365	62	19281	5.6956752924494864	6.611555747326747E-10	6.010487151073718E-11	5.461703541627857E-11
UP_SEQ_FEATURE	repeat:23	19	1.2345679012345678	2.37904805259304E-12	85290, 728224, 4582, 353323, 729359, 386677, 83755, 84616, 653240, 100132386, 1038, 386678, 100132476, 81871, 386672, 386675, 386674, 85289, 57716	1322	35	18732	7.6919818456883515	7.767751442067095E-9	1.9923002409663766E-10	1.948379353841582E-10
UP_SEQ_FEATURE	domain:Cadherin 6	28	1.8193632228719947	2.490931487000022E-12	5100, 56130, 56131, 27328, 56137, 56138, 56139, 56134, 56135, 83259, 56136, 9752, 64881, 92211, 56140, 56141, 56142, 56143, 120114, 56127, 56129, 56145, 57575, 56146, 56147, 26167, 56125, 57717	1322	80	18732	4.959304084720121	8.132776674329989E-9	2.033845559135518E-10	1.9890087923695176E-10
UP_KEYWORDS	Membrane	628	40.80571799870045	2.834977662040911E-12	137868, 22999, 909, 91653, 3760, 3761, 81849, 1580, 57864, 3638, 201164, 79412, 202374, 2788, 1576, 57863, 1573, 92737, 3751, 6900, 133396, 131096, 10894, 57628, 10655, 3757, 3758, 136306, 2562, 1593, 9073, 147685, 55450, 729359, 9076, 169693, 57633, 79762, 641649, 252995, 400746, 1589, 2555, 2676, 147798, 388531, 1464, 2674, 146227, 27092, 4978, 2318, 3769, 65268, 285335, 1000, 2330, 145270, 57644, 2568, 148534, 1113, 80303, 2563, 79679, 158471, 55349, 3776, 10752, 57528, 816, 2208, 22866, 285220, 66000, 4881, 286676, 1132, 1131, 1010, 22983, 22865, 22986, 1008, 1128, 57535, 1005, 1365, 27199, 1002, 947, 132014, 349149, 347088, 114786, 1384, 79690, 29106, 5618, 1259, 2348, 1135, 2587, 114794, 114795, 389434, 4886, 155382, 4889, 221914, 155006, 57670, 80307, 339453, 1394, 1271, 145581, 2239, 342979, 127845, 57554, 2596, 4653, 844, 341640, 5865, 5745, 6833, 146429, 157310, 64084, 66035, 375057, 5521, 58530, 1160, 57689, 83733, 10718, 55026, 344905, 90019, 254827, 64091, 26290, 859, 4306, 26050, 154197, 50937, 286753, 4684, 56241, 57452, 56127, 27151, 83604, 84814, 56129, 167127, 57574, 1047, 57575, 79589, 2134, 56125, 8912, 8910, 869, 133022, 50944, 340895, 23209, 5540, 6751, 6511, 1187, 2152, 388394, 59084, 338328, 389118, 54511, 127534, 10253, 6865, 79937, 8800, 139411, 54997, 253559, 286133, 158038, 4582, 6641, 2045, 149461, 148252, 3249, 762, 54886, 2038, 26960, 1188, 887, 54769, 525, 768, 326342, 6517, 10149, 1080, 4593, 161357, 6530, 5563, 10350, 353189, 1087, 440279, 23302, 23544, 338557, 340745, 54413, 774, 389015, 2047, 10231, 658, 89876, 55503, 84189, 6646, 10232, 419, 55507, 266722, 64102, 2066, 130749, 781, 100533181, 783, 84059, 55638, 29091, 79827, 4359, 56967, 23769, 5100, 64478, 10690, 80835, 339983, 3283, 222611, 25823, 127579, 6546, 57828, 4248, 5579, 6549, 89894, 3291, 3290, 5350, 5593, 6440, 6442, 6563, 90993, 4023, 6445, 285489, 10580, 135138, 54681, 685, 115111, 116443, 79966, 51299, 55532, 79844, 4257, 5346, 4137, 10461, 10343, 5348, 8613, 6558, 10100, 10345, 10103, 57716, 57717, 8618, 7780, 6331, 8633, 64377, 6332, 51062, 81832, 10317, 575, 214, 56994, 9956, 6329, 162515, 25817, 8645, 7434, 460, 222865, 57611, 54463, 57613, 80975, 224, 80731, 8516, 108, 4038, 284069, 55679, 10686, 8639, 10090, 93035, 5023, 5145, 64711, 165530, 111, 595, 118430, 114, 477, 51760, 116255, 23284, 117, 119, 11068, 53826, 137075, 152573, 152330, 5030, 9752, 57191, 8787, 9514, 8788, 116238, 92293, 29953, 361, 482, 362, 255349, 364, 366, 28983, 367, 247, 489, 9628, 60481, 21, 24, 94025, 11283, 7345, 405754, 130576, 7103, 8436, 28, 8796, 222553, 491, 4072, 254228, 84466, 53841, 83259, 51302, 8549, 11045, 10076, 9515, 387914, 32, 5174, 6383, 10082, 6385, 9651, 9415, 7113, 9413, 63895, 134829, 253152, 64506, 28968, 388, 147, 148, 51310, 51555, 7348, 40, 653082, 53616, 84570, 5064, 148281, 440738, 4099, 64757, 23245, 151, 152, 273, 23007, 401097, 153, 154, 1811, 2900, 54831, 727936, 84249, 23242, 347516, 55800, 1815, 2904, 2903, 51209, 116173, 2901, 64881, 29914, 64409, 2911, 1821, 1829, 105375355, 50489, 2916, 1948, 375611, 9568, 9687, 8471, 23467, 8470, 1950, 117248, 54857, 11001, 404217, 11122, 1837, 199964, 387836, 9452, 8000, 164656, 222223, 185, 23359, 102723475, 55711, 220296, 79901, 100507588, 7168, 129049, 130399, 22917, 7049, 56130, 56131, 57221, 90161, 400120, 55283, 2823, 83756, 56137, 57348, 56138, 56139, 80000, 56134, 56135, 284612, 57467, 56136, 1735, 729993, 22801, 51807, 92211, 158835, 22925, 158833, 9479, 56140, 56141, 56142, 56143, 7173, 164284, 144321, 284723, 100431172, 1740, 56145, 56146, 26167, 27255, 56147, 2719, 10941, 148808, 2835, 6098, 375775, 158866, 9369, 28316, 57484, 27346, 9362, 79152, 146760, 728577, 8153, 1756, 122622, 283987, 56034, 1630, 84620, 10913, 27345, 2840, 389816, 50617, 9378, 9254, 646962, 223117, 4916, 63928, 57136, 83401, 122618, 50863, 399888, 100507421, 374462, 58473, 100996758, 9381, 165215, 258010, 27328, 80168, 79057, 84649, 2743, 1896, 27201, 143425, 200150, 4920, 3953, 2628, 135932, 259232, 57393, 57030, 1544, 1543, 57156, 57158, 80274, 139065, 340273, 2891, 57165, 28513, 57161, 163183, 257019, 1674, 124842, 50651, 574537, 3973, 3977, 9058, 154215, 8082, 59353, 339398, 2781, 285704, 120114, 2899, 2898, 2893, 3742, 51754, 54905, 3745	1365	7161	19281	1.238747734600269	1.3040790669549551E-9	1.0867414371156826E-10	9.875172189442507E-11
INTERPRO	IPR013164:Cadherin, N-terminal	25	1.6244314489928524	5.0074702961206764E-12	5100, 56130, 56131, 27328, 56137, 56138, 56139, 56134, 56135, 83259, 56136, 9752, 56140, 56141, 56142, 56143, 56127, 56129, 56145, 57575, 56146, 56147, 26167, 56125, 57717	1275	64	17632	5.401960784313726	8.02692456947085E-9	1.6053949769362889E-9	1.5733471670411164E-9
UP_KEYWORDS	Cell junction	95	6.172839506172839	4.3792825563176725E-11	349149, 22999, 23769, 148281, 5100, 3761, 9381, 273, 2900, 2743, 57662, 85458, 143425, 1135, 23284, 57863, 127534, 3751, 133396, 2904, 137075, 253559, 2903, 2901, 729993, 6641, 285489, 10580, 2562, 9073, 339453, 55450, 9076, 23336, 149461, 57030, 1821, 1501, 116443, 2555, 54566, 1740, 57554, 2596, 84952, 51299, 1829, 51339, 203190, 1627, 57716, 8618, 7145, 4593, 8633, 9568, 2891, 57165, 145270, 126353, 440279, 491, 8470, 4072, 1756, 57689, 2568, 81832, 54413, 2563, 140730, 10076, 85477, 5239, 1837, 57528, 9378, 9211, 8082, 1132, 1131, 64506, 2899, 1128, 83604, 2898, 1365, 2893, 6854, 79827, 869, 55679, 10686, 3745, 50944	1365	659	19281	2.036268738848405	2.0144714563130606E-8	1.4824279969574142E-9	1.3470758754960852E-9
UP_KEYWORDS	Synapse	62	4.028589993502274	4.511737382044304E-11	22999, 148281, 5100, 3761, 9381, 273, 2900, 2743, 143425, 1135, 3751, 133396, 2904, 253559, 2903, 2901, 729993, 285489, 2562, 339453, 55450, 57030, 1821, 116443, 2555, 1740, 57554, 2596, 51299, 51339, 203190, 8618, 4593, 8633, 9568, 2891, 145270, 440279, 491, 1756, 57689, 2568, 81832, 54413, 2563, 140730, 1837, 57528, 9378, 9211, 8082, 1132, 1131, 64506, 2899, 1128, 2898, 2893, 6854, 869, 3745, 50944	1365	350	19281	2.502191522762951	2.07539827545844E-8	1.4824279969574142E-9	1.3470758754960852E-9
UP_SEQ_FEATURE	repeat:24	17	1.1046133853151396	6.986946036312606E-11	85290, 728224, 4582, 729359, 386677, 83755, 84616, 653240, 100132386, 386678, 100132476, 81871, 386672, 386675, 386674, 85289, 57716	1322	32	18732	7.527515128593041	2.2812370725766584E-7	5.565698964535846E-9	5.443001375605479E-9
GOTERM_BP_DIRECT	GO:0007155~cell adhesion	71	4.613385315139701	1.0096100486785846E-10	88, 23769, 4099, 91653, 56130, 56131, 3483, 22798, 56138, 56139, 56134, 56135, 79937, 6900, 152330, 10894, 4604, 22801, 10580, 56140, 29119, 56141, 56142, 56143, 482, 320, 1501, 56145, 56146, 256158, 56147, 27255, 3960, 341640, 1829, 1948, 4978, 94025, 7148, 1000, 728577, 8470, 575, 10319, 53841, 214, 11122, 10076, 5239, 10232, 10752, 10631, 340267, 50937, 4684, 10085, 8082, 285704, 4958, 1404, 388, 57575, 220296, 1002, 56125, 8516, 50863, 8839, 947, 8639, 53616	1125	447	16172	2.283295053442705	3.517481225179253E-7	1.7587407047980946E-7	1.7410725289462193E-7
GOTERM_CC_DIRECT	GO:0005578~proteinaceous extracellular matrix	51	3.313840155945419	4.120871077067592E-10	23769, 8532, 22917, 7049, 57188, 7482, 2192, 4969, 81578, 89932, 221914, 8425, 157869, 2239, 1301, 1101, 4653, 4015, 2719, 5549, 90187, 7148, 339366, 63923, 256691, 10117, 10516, 2006, 84467, 10319, 127435, 4147, 60495, 10752, 10631, 7472, 7079, 7475, 10082, 7078, 7477, 5212, 148113, 1690, 8483, 4958, 1404, 79148, 79625, 170690, 8839	1282	264	17485	2.63477698198837	2.0192267935481567E-7	6.730756092543734E-8	6.414822643301885E-8
KEGG_PATHWAY	hsa04080:Neuroactive ligand-receptor interaction	48	3.1189083820662766	7.053819881697196E-10	7067, 5023, 6751, 9568, 5540, 100996758, 2891, 151, 152, 153, 2900, 154, 5618, 2568, 2743, 2587, 1135, 2563, 117, 6865, 3973, 4886, 3952, 1815, 2904, 3953, 2903, 4889, 2901, 5030, 7434, 2562, 1132, 1131, 1394, 185, 2911, 2899, 1128, 2898, 147, 116443, 2555, 148, 2893, 887, 2916, 5745	438	277	6693	2.647940260125612	1.7422933273891772E-7	1.7422935107792073E-7	1.544786554091686E-7
UP_SEQ_FEATURE	repeat:25	16	1.0396361273554255	8.844272143120423E-10	85290, 728224, 4582, 729359, 83755, 84616, 653240, 100132386, 386678, 100132476, 81871, 386672, 386675, 386674, 85289, 57716	1322	32	18732	7.084720121028744	2.8876506339425845E-6	6.877474480816976E-8	6.725858386934912E-8
GOTERM_BP_DIRECT	GO:0007268~chemical synaptic transmission	45	2.923976608187134	1.952129514547995E-9	6751, 9568, 5100, 6530, 6511, 56130, 2891, 56131, 440279, 9362, 273, 2900, 2743, 774, 27345, 2563, 6865, 4884, 6623, 3751, 4885, 2904, 1837, 2903, 4889, 26050, 9378, 6863, 145581, 2911, 320, 56127, 783, 2898, 1740, 2893, 26167, 56125, 6854, 4359, 2916, 869, 40, 4857, 57717	1125	238	16172	2.717983193277311	6.801196297145928E-6	2.2670730762284046E-6	2.2442982318920115E-6
UP_SEQ_FEATURE	repeat:26	15	0.9746588693957114	1.9954116043599337E-9	85290, 728224, 4582, 729359, 83755, 84616, 653240, 100132386, 100132476, 81871, 386672, 386675, 386674, 85289, 57716	1322	29	18732	7.329020814857321	6.514997702655734E-6	1.515584720892917E-7	1.482173177750146E-7
GOTERM_CC_DIRECT	GO:0005615~extracellular space	153	9.941520467836257	2.239061438943079E-9	7044, 90167, 93035, 3881, 8532, 7049, 1066, 2152, 27006, 3483, 256394, 51083, 4969, 3512, 1056, 27123, 11341, 284297, 4582, 3891, 8788, 8425, 3892, 5950, 1908, 145264, 7173, 3489, 765, 3883, 3884, 51378, 2719, 5304, 3886, 3887, 5549, 3889, 21, 94025, 1360, 3263, 54097, 1634, 10516, 651, 653, 54413, 27344, 56034, 1113, 79955, 1474, 9518, 10232, 10631, 4504, 10234, 1515, 8288, 7472, 7475, 10082, 7079, 84171, 7078, 7477, 8722, 1809, 9370, 130749, 223117, 83888, 151835, 10406, 10647, 117159, 4477, 8839, 84570, 51716, 23769, 7123, 7089, 7482, 2192, 277, 278, 151449, 434, 114794, 6425, 4246, 3952, 10850, 116173, 221914, 6440, 58, 11272, 4023, 338761, 114898, 283, 2239, 2875, 685, 27178, 51299, 4653, 3960, 4015, 5104, 10461, 5502, 80274, 9723, 7148, 2254, 6690, 57689, 146433, 768239, 1675, 1950, 340706, 2487, 10718, 127435, 338, 70, 10551, 72, 3976, 22943, 9211, 64388, 164656, 6863, 7038, 2660, 183, 8483, 4958, 3625, 27151, 56920, 344, 347, 348, 26585, 5764, 2934	1282	1295	17485	1.611384841494046	1.0971395303371878E-6	2.742850262705272E-7	2.614104229966045E-7
UP_KEYWORDS	Ion channel	58	3.7686809616634176	3.773481513792693E-9	23209, 5023, 3760, 3761, 1187, 55283, 2900, 57348, 1259, 2743, 54831, 1135, 3751, 55800, 53826, 2904, 131096, 2903, 3757, 3758, 2901, 2562, 259232, 57156, 116443, 2555, 147798, 1188, 5348, 10343, 27092, 3769, 1080, 6331, 6332, 2891, 2568, 254228, 774, 27345, 2563, 3776, 55503, 57528, 6329, 389816, 9254, 8645, 63895, 781, 2899, 783, 2898, 2893, 8912, 3742, 40, 3745	1365	353	19281	2.3208666687420227	1.7357999992917428E-6	1.1572009975630926E-7	1.0515435151768971E-7
GOTERM_BP_DIRECT	GO:0007399~nervous system development	49	3.1838856400259905	6.178403892325599E-9	91851, 10690, 56130, 56131, 51083, 56138, 56139, 2743, 56134, 56135, 11341, 55800, 152330, 8787, 56140, 56141, 56142, 56143, 1271, 320, 84913, 54886, 2676, 1740, 56145, 56146, 2674, 56147, 51299, 10586, 23090, 9201, 6493, 9362, 2173, 4908, 338, 4745, 9452, 9211, 4761, 2066, 1131, 1128, 84059, 56125, 5764, 869, 340533	1125	282	16172	2.4978029944838456	2.1525327579485776E-5	5.3813897902155964E-6	5.3273287561577475E-6
GOTERM_BP_DIRECT	GO:0030049~muscle filament sliding	16	1.0396361273554255	1.3151323447457794E-8	88, 7134, 58, 7136, 7169, 7125, 7168, 7138, 7140, 1756, 1674, 7139, 70, 4621, 4635, 4604	1125	38	16172	6.052678362573099	4.581816160309504E-5	9.16384217818859E-6	9.071782914056385E-6
INTERPRO	IPR003961:Fibronectin, type III	40	2.599090318388564	1.5724380390790798E-8	6098, 23769, 161357, 91653, 374462, 7148, 23245, 2152, 63923, 5618, 84624, 202333, 60676, 1630, 2047, 11122, 10076, 6900, 133396, 10752, 3953, 152330, 3977, 4604, 9796, 285220, 50937, 4684, 2045, 9172, 1271, 460, 145581, 57633, 252995, 162282, 79625, 27255, 10461, 4638	1275	203	17632	2.7249299719887956	2.5205864231492292E-5	4.201030294406275E-6	4.117166932322057E-6
UP_KEYWORDS	Postsynaptic cell membrane	36	2.3391812865497075	1.773399364524074E-8	4593, 9568, 5100, 3761, 2891, 2900, 1756, 57689, 2568, 81832, 2743, 1135, 2563, 3751, 2904, 2903, 57528, 2901, 2562, 8082, 1132, 1131, 55450, 64506, 2899, 1821, 1128, 2898, 116443, 2555, 1740, 57554, 2893, 869, 3745, 50944	1365	175	19281	2.9057708006279435	8.157603858083284E-6	5.098523173006713E-7	4.6330058398191434E-7
UP_KEYWORDS	Extracellular matrix	45	2.923976608187134	1.8904544714205763E-8	90187, 9423, 8532, 22917, 7148, 339366, 57188, 63923, 8076, 256691, 22798, 7482, 2192, 4969, 10117, 1634, 81578, 10516, 2006, 84467, 10319, 127435, 60495, 10752, 10631, 340267, 7472, 7475, 7078, 7477, 8425, 5212, 148113, 157869, 1690, 8483, 4958, 1404, 79148, 1301, 1101, 256158, 170690, 4653, 5549	1365	251	19281	2.532419771463596	8.696052836709711E-6	5.115347393255677E-7	4.6482939356105936E-7
GOTERM_CC_DIRECT	GO:0045211~postsynaptic membrane	40	2.599090318388564	3.022744239135068E-8	4593, 5023, 9568, 5100, 3761, 2891, 2900, 1756, 57689, 2568, 81832, 2743, 1135, 2563, 3751, 2904, 2903, 57528, 2901, 22866, 2562, 8082, 1132, 2045, 1131, 55450, 64506, 2899, 1821, 1128, 2898, 116443, 2555, 1740, 57554, 2893, 869, 3745, 50944, 64084	1282	205	17485	2.661238156843347	1.4811337329501129E-5	2.9622893543523667E-6	2.8232431193521537E-6
GOTERM_BP_DIRECT	GO:0006936~muscle contraction	26	1.6894087069525665	3.8384151347891056E-8	7169, 7168, 6332, 1160, 25802, 4629, 1410, 1674, 6865, 6546, 10398, 72, 859, 6769, 6329, 58, 6641, 6442, 10580, 8082, 9172, 26287, 8912, 5348, 10345, 4638	1125	105	16172	3.5595513227513225	1.337214441927692E-4	2.228839721600874E-5	2.2064489666479376E-5
KEGG_PATHWAY	hsa04261:Adrenergic signaling in cardiomyocytes	29	1.8843404808317088	4.101867687441798E-8	6331, 7169, 7168, 6332, 5521, 491, 153, 154, 111, 477, 114, 70, 7139, 816, 5350, 7134, 9254, 5332, 90993, 482, 185, 781, 783, 147, 148, 108, 5502, 4635, 27092	438	137	6693	3.2346265373462653	1.0131562077408951E-5	5.065806593990621E-6	4.491545117748769E-6
